text,Sentiment
"Basically, I only have two possible values on my `` type'' column in my data grid and when I try to switch the selected type the filter is not updated, but only if I select both options and then de-select the previous one (please check out the attached video).",2
Is this something I can solve on my own or is this a bug?,2
(I'm using Angular2 +) Thanks,2
"If I insert record to database, after Collectionsource.Reload load it.",2
But the updated record not updated.,2
"Hi, I not use an older version, as I mentioned at ticket creation i used the last version of Devexpress 17.2... 7 and i even not have any other version installed on this machine, neither my colleagues.",2
"Hello, the situation is not so easy to recreate.",2
Maybe it has to do with the fact that the data in the window is loaded via an XPO session.,2
"Hi, I am changing a PropertyGridControl's SelectedObject at runtime.",2
"To reflect the datasource's changes in the property grid, I have the choice between: - UpdateData - UpdateDataOnRefresh - UpdateDataIfNeeded Any of these methods seem to work.",2
Could you please explain the difference between these methods?,2
I am trying to use Asp.net MVC Data Grid in one of our projects.,2
"When I used earlier with VS2015, I could see that.",2
"Now after migration to 17.2.7 and VS2017, menu not visible.",2
please find the log attached.,2
"I tried to install the 17.2.7 in the office environment too, but I could not see the menu there also.",2
Project is running fine but all the code needed to be written manually.,2
This is my problem too.,2
"This code too slow, when I use large dataset.",2
"I want to see T599429 issue, but I get a `` You ca n't view this ticket'' message.",2
"Thank you for reply Constant, I change unboundexpressionmode = datasource, but calculate wrong.",2
I tried to explain with image.,2
"Hi Romeo, thanks, I will try it... hope it will not happen anymore.",2
"Hi, I'm using code to loop through all controls of a specific type on a winform.",2
"My question is, how can i cast System.Windows.Forms.Control to a DevExpress control?",2
The specific control i need to cast is the GridControl and GridView Thanks,2
"Regarding the custom button, will this be called if the user tries to close the wizard?",2
"Hello, in my MVC Application, I inserted the MVC Dashboard component.",2
I definied a datasource that contains amongst others a USERID field.,2
Now I want that only the records are displayed that matches the logged in User.,2
The USERID is stored in a session.,2
How can I restricted data access to the UserID?,2
"Dear Anatol, That helped me.",3
Thank you for you support.,3
"Hi, trying to add the attached font to a report, can you help?",2
"Hi, I am developing a report with many fields in a row, the current page size is A4 and in Landscape mode, but this does not fit in all the rows.",2
How can I auto resize the width of the fields and the report size will auto grow vertically?,2
This is exactly the kind of behavior that i was looking for in the LookupEdit.,2
"Actually because we encapsulated the control, all it took was changing the base and setting the properties you mentioned and it's perfect throughout the whole application Thanks!",2
Thanks a lot.,3
Your soulution put me on the right track.,3
Runs like a charm now.,3
When do you plan to fix it?,2
"We have reported it about a month ago and still no response, except you have reproduced it.",1
By the way we have a license with a priority support.,2
The bug is very critical for us.,2
"Hi Vasily, I tried the approach mentioned above, but seems like the method were used in older MVC framework and I got exception on client side as.",2
I am using ASP.Net Core and I also I do want the Option to print and pdf output in ReportViewer.,2
Also could you help me from where I can get those Unicode added in my server.,2
"Hi, Thank you for your answer.",2
"My service increase the Optimistic LockField, but nothing happen.",2
Should I need to set any attribute to my object or fields?,2
"I'm using drag & drop from GridControl and from SpreadsheetControl himself, so it's compicated, but the VisibleUnfrozenRange solve my problem.",2
